Date,Channel,MKTer,Chiến dịch,Chi phí Marketing,Impression,Reach,Click,Share,Cmt,Inbox,Lead MKT,Đơn hàng,Doanh thu,Paid Revenue 1,Giá Lead,Đơn/Lead,CPM,CPC,"Giá Mess
(Cmt + Inbox)",ME1 (ME đã bao gồm thuế + phí),ROAS
2020-07-13,FB,GiangPhan,CVS,3161335,50888,45134.0,323,6,22,0,17,13.91304347826087,6942608.695652174,5988000,185960.88235294117,0.8184143222506394,62123.388618141806,9787.414860681114,143697.04545454544,3414241.8000000003,2.196100285370634
2020-07-13,FB,AnhNguyen08,CVS,1087243,27175,23872.0,57,4,7,0,3,2.0,998000.0,998000,362414.3333333333,0.6666666666666666,40008.94204231831,19074.43859649123,155320.42857142858,1174222.4400000002,0.9179180735125451
2020-07-13,FB,ThuHoang,CVS,965829,15381,14036.0,44,1,5,0,7,5.956521739130435,3449608.695652174,2495000,137975.57142857142,0.8509316770186335,62793.641505753854,21950.659090909092,193165.8,1043095.3200000001,3.5716557440832424
2020-07-13,Google,TienTran,Search,160537,4049,0.0,123,0,0,0,1,0.9565217391304348,477304.347826087,0,160537.0,0.9565217391304348,39648.55519881452,1305.178861788618,0.0,160537.0,2.9731734604862865
2020-07-13,Google,TienTran,PerMax,120339,4287,0.0,44,0,0,0,1,1.0,499000.0,499000,120339.0,1.0,28070.67879636109,2734.9772727272725,0.0,120339.0,4.146619134278995
2020-07-13,Google,TienTran,Guu-Discovery,91273,6149,0.0,220,0,0,0,1,1.0,499000.0,499000,91273.0,1.0,14843.551797040169,414.8772727272727,0.0,91273.0,5.467115138102177
2020-07-13,Google,TienTran,Guu-PerMax,175195,5755,0.0,48,0,0,0,2,2.0,998000.0,998000,87597.5,1.0,30442.224152910512,3649.8958333333335,0.0,175195.0,5.696509603584577
2020-07-14,FB,NgocNgo,CVS,944402,0,0.0,0,0,0,0,54,34.91304347826087,17898913.04347826,16467000,17488.925925925927,0.6465378421900161,0.0,0.0,0.0,1019954.16,18.95264203536022
2020-07-14,FB,GiangPhan,CVS,5980672,36996,34080.0,273,3,21,0,20,15.869565217391305,8396217.391304348,6487000,299033.6,0.7934782608695652,161657.26024435073,21907.223443223444,284793.90476190473,6459125.760000001,1.40389196921422
2020-07-14,FB,AnhNguyen08,CVS,758666,10143,8288.0,18,2,1,0,1,1.0,499000.0,499000,758666.0,1.0,74797.00285911465,42148.11111111111,758666.0,819359.28,0.6577334426480164
2020-07-14,FB,TungTran,CVS,484790,6444,5542.0,17,0,1,0,3,1.9565217391304348,1475304.347826087,998000,161596.66666666666,0.6521739130434783,75231.2228429547,28517.058823529413,484790.0,523573.2,3.0431823012563934
2020-07-14,FB,ThuHoang,CVS,879832,13241,11696.0,75,0,4,0,6,4.913043478260869,2928913.0434782607,1497000,146638.66666666666,0.8188405797101449,66447.54927875538,11731.093333333334,219958.0,950218.56,3.3289458026967202
2020-07-14,Google,TienTran,Search,208256,4581,0.0,139,0,0,0,2,1.0,499000.0,499000,104128.0,0.5,45460.81641562977,1498.2446043165467,0.0,208256.0,2.3960894283958205
2020-07-14,Google,TienTran,Discovery,383842,18663,0.0,847,0,0,0,1,1.0,499000.0,499000,383842.0,1.0,20567.004232974334,453.17827626918535,0.0,383842.0,1.3000140682885146
2020-07-14,Google,TienTran,PerMax,147711,5250,0.0,54,0,0,0,3,2.0,998000.0,998000,49237.0,0.6666666666666666,28135.428571428572,2735.3888888888887,0.0,147711.0,6.756436555165154
2020-07-14,Google,TienTran,Guu-PerMax,179578,6109,0.0,60,0,0,0,1,1.0,499000.0,499000,179578.0,1.0,29395.645768538223,2992.9666666666667,0.0,179578.0,2.778736816313802
2020-07-15,FB,NgocNgo,CVS,288203,4395,4125.0,16,0,2,0,19,17.73913043478261,9131826.086956521,6268000,15168.578947368422,0.9336384439359268,65575.19908987486,18012.6875,144101.5,311259.24000000005,31.68539566540432
2020-07-15,FB,GiangPhan,CVS,3637233,47886,42632.0,235,7,22,0,19,11.956521739130435,5966304.347826087,5489000,191433.31578947368,0.6292906178489703,75956.08319759429,15477.587234042554,165328.77272727274,3928211.64,1.64034153100065
2020-07-15,FB,AnhNguyen08,CVS,216260,4091,3880.0,10,0,0,0,1,0.9565217391304348,477304.347826087,0,216260.0,0.9565217391304348,52862.38083598142,21626.0,0.0,233560.80000000002,2.207085673846698
2020-07-15,FB,TungTran,CVS,747660,12015,10426.0,26,0,4,0,5,4.0,1996000.0,1996000,149532.0,0.8,62227.215980024965,28756.153846153848,186915.0,807472.8,2.6696626808977344
2020-07-15,FB,ThuHoang,CVS,647270,9246,7928.0,69,0,3,0,4,3.0,1497000.0,998000,161817.5,0.75,70005.40774388926,9380.72463768116,215756.66666666666,699051.6000000001,2.3127906437808026
2020-07-15,Google,TienTran,Search,248694,5078,0.0,148,0,0,0,3,1.9565217391304348,976304.3478260869,499000,82898.0,0.6521739130434783,48974.7932256794,1680.3648648648648,0.0,248694.0,3.9257253806930885
2020-07-15,Google,TienTran,Discovery,386013,20113,0.0,892,0,0,0,5,4.0,1996000.0,1996000,77202.6,0.8,19192.213990951124,432.75,0.0,386013.0,5.170810309497348
2020-07-15,Google,TienTran,PerMax,230469,6011,0.0,79,0,0,0,2,1.0,499000.0,499000,115234.5,0.5,38341.20778572617,2917.3291139240505,0.0,230469.0,2.165150193735383
2020-07-15,Google,TienTran,Guu-PerMax,181115,3763,0.0,79,0,0,0,1,1.0,499000.0,499000,181115.0,1.0,48130.480999202766,2292.5949367088606,0.0,181115.0,2.7551555641443284
2020-07-16,FB,NgocNgo,CVS,103377,1701,1652.0,11,0,0,0,12,7.913043478260869,3948608.695652174,2495000,8614.75,0.6594202898550724,60774.25044091711,9397.90909090909,0.0,111647.16,38.196201240625804
2020-07-16,FB,GiangPhan,CVS,2573621,35324,31864.0,227,6,17,0,31,23.869565217391305,11433608.695652174,10479000,83020.03225806452,0.7699859747545582,72857.57558600385,11337.537444933922,151389.4705882353,2779510.68,4.442615558255149
2020-07-16,FB,AnhNguyen08,CVS,1143834,19522,16194.0,35,1,1,0,1,1.0,499000.0,499000,1143834.0,1.0,58592.049994877576,32680.97142857143,1143834.0,1235340.72,0.43625211350598075
2020-07-16,Google,TienTran,Search,205442,3935,0.0,111,0,0,0,3,3.0,1777000.0,1777000,68480.66666666667,1.0,52208.89453621347,1850.8288288288288,0.0,205442.0,8.6496432083021
2020-07-16,Google,TienTran,Discovery,300050,19747,0.0,908,0,0,0,1,0.9565217391304348,477304.347826087,0,300050.0,0.9565217391304348,15194.713120980403,330.4515418502203,0.0,300050.0,1.5907493678589801
2020-07-16,Google,TienTran,PerMax,193149,10249,0.0,70,0,0,0,1,1.0,499000.0,499000,193149.0,1.0,18845.643477412432,2759.2714285714287,0.0,193149.0,2.5834977141999182
2020-07-17,FB,NgocNgo,CVS,218764,3271,3189.0,25,0,1,0,41,24.956521739130434,12453304.347826088,11976000,5335.707317073171,0.608695652173913,66879.85325588506,8750.56,218764.0,236265.12000000002,56.925748056472216
2020-07-17,FB,GiangPhan,CVS,2685579,17672,15620.0,227,14,15,0,19,14.91304347826087,7441608.695652174,6487000,141346.26315789475,0.7848970251716247,151968.02851969216,11830.74449339207,179038.6,2900425.3200000003,2.7709513276847093
2020-07-17,FB,TungTran,CVS,636406,9259,8675.0,20,1,5,0,3,2.0,998000.0,998000,212135.33333333334,0.6666666666666666,68733.77254563128,31820.3,127281.2,687318.4800000001,1.5681813182151016
2020-07-17,Google,TienTran,Search,314199,5033,0.0,167,0,0,0,2,0.9565217391304348,477304.347826087,0,157099.5,0.4782608695652174,62427.77667395192,1881.4311377245508,0.0,314199.0,1.5191147897545407
2020-07-17,Google,TienTran,Discovery,344280,20549,0.0,1022,0,0,0,3,2.9565217391304346,1475304.347826087,998000,114760.0,0.9855072463768115,16754.09995620225,336.8688845401174,0.0,344280.0,4.2851874864240935
2020-07-17,Google,TienTran,PerMax,230948,7885,0.0,60,0,0,0,2,2.0,998000.0,998000,115474.0,1.0,29289.537095751428,3849.133333333333,0.0,230948.0,4.321319084815629
2020-07-17,Google,TienTran,Guu-Discovery,68334,5645,0.0,199,0,0,0,1,1.0,499000.0,499000,68334.0,1.0,12105.225863596102,343.38693467336685,0.0,68334.0,7.302367781777739
